"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos","sem_epidem","casos_nuevos_division_x10000","porc_casos_acum_codelco_division"
"DVEN","35",2020-08-25,"Propios",852,"1","5","0","0","1","0","0","0","67","1","1","0",0,"35",0,0.59
"DVEN","35",2020-08-25,"Contratistas",1085,"0","4","0","0","0","0","0","0","81","0","0","0",0,"35",0,0.37
"DVEN","35",2020-08-26,"Propios",852,"1","5","0","0","0","0","0","0","86","0","0","0",0,"35",0,0.59
"DVEN","35",2020-08-26,"Contratistas",1085,"0","4","0","0","0","0","0","0","82","0","0","0",0,"35",0,0.37
"DVEN","35",2020-08-27,"Propios",852,"1","5","0","0","1","0","0","0","40","0","0","0",0,"35",0,0.59
"DVEN","35",2020-08-27,"Contratistas",1085,"1","2","0","1","1","1","0","0","134","1","1","0",1,"35",9.22,0.18
"DVEN","35",2020-08-28,"Propios",852,"1","5","0","0","1","0","0","0","103","0","0","0",0,"35",0,0.59
"DVEN","35",2020-08-28,"Contratistas",1085,"1","2","0","0","0","0","0","0","106","0","0","0",0,"35",0,0.18
"DVEN","35",2020-08-29,"Propios",852,"2","6","0","1","1","1","0","0","10","0","0","0",1,"35",11.74,0.7
"DVEN","35",2020-08-29,"Contratistas",1085,"1","2","0","0","0","0","0","0","1","0","0","0",0,"35",0,0.18
"DVEN","35",2020-08-30,"Propios",852,"1","6","0","0","0","0","0","0","95","0","0","0",0,"36",0,0.7
"DVEN","35",2020-08-30,"Contratistas",1085,"1","2","0","0","0","0","0","0","73","0","0","0",0,"36",0,0.18
"VP","35",2020-08-24,"Propios",19,"0","1","0","0","0","0","0","0","52","0","0","0",0,"35",0,5.26
"VP","35",2020-08-24,"Contratistas",512,"11","59","1","0","4","1","0","0","236","0","0","0",1,"35",19.53,11.52
"VP","35",2020-08-25,"Propios",18,"0","1","0","0","0","0","0","0","15","0","0","0",0,"35",0,5.56
"VP","35",2020-08-25,"Contratistas",461,"12","59","0","2","3","2","0","0","352","1","1","0",2,"35",43.38,12.8
"VP","35",2020-08-26,"Propios",20,"0","1","0","0","0","0","0","0","171","0","0","0",0,"35",0,5
"VP","35",2020-08-26,"Contratistas",485,"11","54","0","0","5","0","1","0","2572","0","0","0",0,"35",0,11.13
"VP","35",2020-08-27,"Propios",20,"0","1","0","0","0","0","0","0","13","0","0","0",0,"35",0,5
"VP","35",2020-08-27,"Contratistas",484,"14","55","0","3","9","3","2","2","420","1","1","1",3,"35",61.98,11.36
"VP","35",2020-08-28,"Propios",18,"0","1","0","0","1","0","0","0","1","0","0","0",0,"35",0,5.56
"VP","35",2020-08-28,"Contratistas",475,"14","53","0","0","1","0","0","0","197","0","0","0",0,"35",0,11.16
"VP","35",2020-08-29,"Propios",14,"0","1","0","0","0","0","0","0","0","0","0","0",0,"35",0,7.14
"VP","35",2020-08-29,"Contratistas",442,"16","53","1","1","6","2","3","0","137","0","0","0",2,"35",45.25,11.99
"VP","35",2020-08-30,"Propios",14,"0","1","0","0","2","0","0","0","3","0",NA,"0",0,"36",0,7.14
"VP","35",2020-08-30,"Contratistas",464,"18","55","0","2","172","2","73","0","324","1","pdte","0",2,"36",43.1,11.85
"CM","36",2020-08-31,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-08-31,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-01,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-01,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-02,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-02,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-03,"Propios",537,"0","0","0","0","0","0","0","0","10","0","0","0",0,"36",0,0
"CM","36",2020-09-03,"Contratistas",193,"0","0","0","0","0","0","0","0","28","0","0","0",0,"36",0,0
"CM","36",2020-09-04,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-04,"Contratistas",193,"1","1","1","0","1","1","0","0","0","0","0","0",1,"36",51.81,0.52
"CM","36",2020-09-05,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"36",0,0
"CM","36",2020-09-05,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"36",0,0.52
"CM","36",2020-09-06,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","36",2020-09-06,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"DAND","36",2020-08-31,"Propios",1450,"0","2","0","0","2","1","1","0","79","0","0","0",0,"36",0,0.14
"DAND","36",2020-08-31,"Contratistas",4500,"3","3","0","0","0","0","9","0","718","0","0","0",0,"36",0,0.07
"DAND","36",2020-09-01,"Propios",1450,"1","2","1","0","0","0","0","0","216","0","0","0",1,"36",6.9,0.14
"DAND","36",2020-09-01,"Contratistas",4500,"3","4","0","0","2","0","11","0","491","0","0","0",0,"36",0,0.09
"DAND","36",2020-09-02,"Propios",1450,"1","2","0","0","1","0","0","0","22","0","0","0",0,"36",0,0.14
"DAND","36",2020-09-02,"Contratistas",4500,"3","4","0","0","1","0","2","0","552","0","0","0",0,"36",0,0.09
"DAND","36",2020-09-03,"Propios",1450,"1","2","0","0","1","0","1","0","200","0","0","0",0,"36",0,0.14
"DAND","36",2020-09-03,"Contratistas",4500,"3","4","0","0","2","0","6","0","465","1","1","0",0,"36",0,0.09
"DAND","36",2020-09-04,"Propios",1450,"1","3","0","0","1","0","0","0","26","0","0","0",0,"36",0,0.21
"DAND","36",2020-09-04,"Contratistas",4500,"3","3","0","0","1","0","4","0","434","0","0","0",0,"36",0,0.07
"DAND","36",2020-09-05,"Propios",1450,"1","3","0","0","1","0","1","0","190","0","0","0",0,"36",0,0.21
"DAND","36",2020-09-05,"Contratistas",4500,"3","3","0","0","1","0","2","0","77","0","0","0",0,"36",0,0.07
"DAND","36",2020-09-06,"Propios",1450,"1","3","0","0","1","0","0","0","110","0","0","0",0,"37",0,0.21
"DAND","36",2020-09-06,"Contratistas",4500,"3","3","0","0","0","0","7","0","323","0","0","0",0,"37",0,0.07
"DCH","36",2020-08-31,"Propios",1847,"9","23","0","0","202","0","0","0","0","0","0",NA,0,"36",0,1.25
"DCH","36",2020-08-31,"Contratistas",3505,"22","24","3","0","1","0","0","0","76","0","0",NA,3,"36",8.56,0.68
"DCH","36",2020-09-01,"Propios",1994,"9","23","0","1","288","1","0","0","101","0","0",NA,1,"36",5.02,1.15
"DCH","36",2020-09-01,"Contratistas",3621,"24","23","0","2","32","2","0","0","396","0","0",NA,2,"36",5.52,0.64
"DCH","36",2020-09-02,"Propios",1776,"8","24","0","0","125","0","0","0","61","0","0",NA,0,"36",0,1.35
"DCH","36",2020-09-02,"Contratistas",3449,"24","23","0","1","1","0","0","0","333","0","0",NA,1,"36",2.9,0.67
"DCH","36",2020-09-03,"Propios",1726,"11","23","3","0","106","3","0","0","2","0","0",NA,3,"36",17.38,1.33
"DCH","36",2020-09-03,"Contratistas",3547,"24","26","0","2","17","2","0","0","164","0","0",NA,2,"36",5.64,0.73
"DCH","36",2020-09-04,"Propios",1289,"11","22","0","0","141","0","0","0","7","0","0",NA,0,"36",0,1.71
"DCH","36",2020-09-04,"Contratistas",2702,"20","26","0","1","23","1","0","0","168","0","0",NA,1,"36",3.7,0.96
"DCH","36",2020-09-05,"Propios",1238,"14","22","0","4","143","4","0","0","15","0","0",NA,4,"36",32.31,1.78
"DCH","36",2020-09-05,"Contratistas",1809,"21","30","0","2","6","0","0","0","9","0","0",NA,2,"36",11.06,1.66
"DCH","36",2020-09-06,"Propios",1238,"16","23","0","2","244","2","0","0","38","0","0",NA,2,"37",16.16,1.86
"DCH","36",2020-09-06,"Contratistas",1809,"20","30","0","1","19","1","0","0","26","0","0",NA,1,"37",5.53,1.66
"DET","36",2020-08-31,"Propios",2091,"16","28","1","0","2","1","0","0","587","0","0",NA,1,"36",4.78,1.34
"DET","36",2020-08-31,"Contratistas",5235,"18","28","1","2","9","3","0","0","402","2","2",NA,3,"36",5.73,0.53
"DET","36",2020-09-01,"Propios",2011,"17","29","1","0","4","1","0","0","262","2","1",NA,1,"36",4.97,1.44
"DET","36",2020-09-01,"Contratistas",5238,"19","29","1","0","9","1","0","0","429","0","0",NA,1,"36",1.91,0.55
"DET","36",2020-09-02,"Propios",1975,"17","29","0","0","2","0","0","0","191","0","0",NA,0,"36",0,1.47
"DET","36",2020-09-02,"Contratistas",5332,"21","31","1","1","6","2","0","0","347","2","2",NA,2,"36",3.75,0.58
"DET","36",2020-09-03,"Propios",2038,"17","29","0","0","1","0","0","0","222","0","0",NA,0,"36",0,1.42
"DET","36",2020-09-03,"Contratistas",5371,"21","31","1","0","11","1","0","0","305","0","0",NA,1,"36",1.86,0.58
"DET","36",2020-09-04,"Propios",1908,"18","29","1","0","9","1","2","2","319","0","0",NA,1,"36",5.24,1.52
"DET","36",2020-09-04,"Contratistas",5127,"24","34","2","2","12","4","0","0","362","1","1",NA,4,"36",7.8,0.66
"DET","36",2020-09-05,"Propios",1129,"18","29","0","0","1","0","0","0","218","0","0",NA,0,"36",0,2.57
"DET","36",2020-09-05,"Contratistas",2874,"24","34","0","1","3","1","0","0","140","0","0",NA,1,"36",3.48,1.18
"DET","36",2020-09-06,"Propios",1182,"19","29","0","1","4","1","0","0","263","1","0",NA,1,"37",8.46,2.45
"DET","36",2020-09-06,"Contratistas",2517,"24","34","0","0","4","0","0","0","133","0","0",NA,0,"37",0,1.35
"DGM","36",2020-08-31,"Propios",160,"0","1","0","0","0","0","11","2","30","0","0","0",0,"36",0,0.62
"DGM","36",2020-08-31,"Contratistas",1122,"4","16","0","1","2","0","4","4","130","0","0","0",1,"36",8.91,1.43
"DGM","36",2020-09-01,"Propios",162,"0","1","0","0","0","0","61","8","32","0","0","0",0,"36",0,0.62
"DGM","36",2020-09-01,"Contratistas",1111,"4","15","0","0","2","0","20","11","104","0","0","0",0,"36",0,1.35
"DGM","36",2020-09-02,"Propios",160,"0","1","0","0","0","0","16","2","55","0","0","0",0,"36",0,0.62
"DGM","36",2020-09-02,"Contratistas",1121,"6","15","1","0","1","0","7","2","129","0","0","0",1,"36",8.92,1.34
"DGM","36",2020-09-03,"Propios",164,"0","1","0","0","0","0","5","0","25","0","0","0",0,"36",0,0.61
"DGM","36",2020-09-03,"Contratistas",1121,"7","15","0","2","1","0","10","3","140","0","0","0",2,"36",17.84,1.34
"DGM","36",2020-09-04,"Propios",137,"1","2","1","0","0","0","0","0","1","0","0","0",1,"36",72.99,1.46
"DGM","36",2020-09-04,"Contratistas",975,"7","16","0","0","0","0","1","0","121","0","0","0",0,"36",0,1.64
"DGM","36",2020-09-05,"Propios",136,"1","2","0","0","0","0","0","0","18","0","0","0",0,"36",0,1.47
"DGM","36",2020-09-05,"Contratistas",972,"7","16","0","0","0","0","1","0","131","0","0","0",0,"36",0,1.65
"DGM","36",2020-09-06,"Propios",113,"1","2","0","0","0","0","0","0","0","0","0","0",0,"37",0,1.77
"DGM","36",2020-09-06,"Contratistas",901,"7","16","0","0","0","0","4","1","125","0","0","0",0,"37",0,1.78
"DMH","36",2020-08-31,"Propios",668,"2","5","0","0","0","0","57","0","114","0","0","0",0,"36",0,0.75
"DMH","36",2020-08-31,"Contratistas",2520,"15","53","1","0","0","0","2","0","201","0","0","0",1,"36",3.97,2.1
"DMH","36",2020-09-01,"Propios",668,"2","5","0","0","0","0","11","0","26","0","0","0",0,"36",0,0.75
"DMH","36",2020-09-01,"Contratistas",2520,"13","53","0","0","0","0","19","17","279","0","0","0",0,"36",0,2.1
"DMH","36",2020-09-02,"Propios",668,"2","5","0","0","0","0","60","2","52","0","0","0",0,"36",0,0.75
"DMH","36",2020-09-02,"Contratistas",2520,"11","44","0","0","0","0","7","1","326","0","0","0",0,"36",0,1.75
"DMH","36",2020-09-03,"Propios",668,"2","5","0","0","0","0","31","5","54","0","0","0",0,"36",0,0.75
"DMH","36",2020-09-03,"Contratistas",2520,"9","43","0","0","0","0","6","1","95","0","0","0",0,"36",0,1.71
"DMH","36",2020-09-04,"Propios",668,"1","5","0","0","0","0","15","0","9","0","0","0",0,"36",0,0.75
"DMH","36",2020-09-04,"Contratistas",2520,"11","44","0","1","0","0","13","4","81","0","0","0",1,"36",3.97,1.75
"DMH","36",2020-09-05,"Propios",668,"1","5","0","0","0","0","50","3","78","0","0","0",0,"36",0,0.75
"DMH","36",2020-09-05,"Contratistas",2520,"10","44","0","0","0","0","3","2","55","0","0","0",0,"36",0,1.75
"DMH","36",2020-09-06,"Propios",668,"1","5","0","0","0","0","16","1","43","0","0","0",0,"37",0,0.75
"DMH","36",2020-09-06,"Contratistas",2520,"8","44","0","0","0","0","1","0","25","0","0","0",0,"37",0,1.75
"DRT","36",2020-08-31,"Propios",1218,"1","8","0","0","0","0","46","8","49","0","0","0",0,"36",0,0.66
"DRT","36",2020-08-31,"Contratistas",4710,"7","17","0","0","2","1","54","6","65","0","0","0",0,"36",0,0.36
"DRT","36",2020-09-01,"Propios",1218,"1","8","0","0","0","0","25","4","58","1","1","0",0,"36",0,0.66
"DRT","36",2020-09-01,"Contratistas",4710,"7","17","1","0","2","1","40","7","76","0","0","0",1,"36",2.12,0.36
"DRT","36",2020-09-02,"Propios",1218,"1","8","0","0","0","0","32","1","45","0","0","0",0,"36",0,0.66
"DRT","36",2020-09-02,"Contratistas",4710,"6","17","0","0","0","0","60","6","82","0","0","0",0,"36",0,0.36
"DRT","36",2020-09-03,"Propios",1218,"11","4","2","1","3","3","34","3","43","1","1","0",3,"36",24.63,0.33
"DRT","36",2020-09-03,"Contratistas",4710,"17","3","0","0","4","0","76","9","83","0","0","0",0,"36",0,0.06
"DRT","36",2020-09-04,"Propios",1218,"12","5","0","1","1","1","31","5","46","0","0","0",1,"36",8.21,0.41
"DRT","36",2020-09-04,"Contratistas",4710,"14","3","0","0","0","0","65","2","99","0","0","0",0,"36",0,0.06
"DRT","36",2020-09-05,"Propios",1218,"13","6","0","1","1","1","63","3","52","0","0","0",1,"36",8.21,0.49
"DRT","36",2020-09-05,"Contratistas",4710,"12","2","0","0","0","0","104","2","104","1","0","0",0,"36",0,0.04
"DRT","36",2020-09-06,"Propios",1218,"14","6","0","1","1","1","28","3","39","0","0","0",1,"37",8.21,0.49
"DRT","36",2020-09-06,"Contratistas",4710,"10","2","0","0","1","0","97","0","96","0","0","0",0,"37",0,0.04
"DSAL","36",2020-08-31,"Propios",1409,"0","0","0","0","0","0","0",NA,"51","0",NA,NA,0,"36",0,0
"DSAL","36",2020-08-31,"Contratistas",2586,"0","0","0","0","0","0","541","3","147","1",NA,NA,0,"36",0,0
"DSAL","36",2020-09-01,"Propios",1409,"0","0","0","0","0","0","0","0","39","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-01,"Contratistas",2586,"0","0","0","0","0","0","103","0","123","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-02,"Propios",1409,"0","0","0","0","0","0","0","0","16","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-02,"Contratistas",2586,"0","0","0","0","0","0","90","0","118","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-03,"Propios",1409,"0","0","0","0","0","0","0","0","8","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-03,"Contratistas",2586,"0","0","0","0","0","0","0","0","76","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-04,"Propios",1409,"0","0","0","0","0","0","0","0","27","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-04,"Contratistas",2586,"0","0","0","0","0","0","30","0","46","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-05,"Propios",1409,"0","0","0","0","0","0","0","0","169","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-05,"Contratistas",2586,"0","0","0","0","0","0","178","0","156","0",NA,NA,0,"36",0,0
"DSAL","36",2020-09-06,"Propios",1409,"0","0","0","0","0","0","0","0","453","0",NA,NA,0,"37",0,0
"DSAL","36",2020-09-06,"Contratistas",2586,"0","0","0","0","0","0","96","0","152","0",NA,NA,0,"37",0,0
"DVEN","36",2020-08-31,"Propios",851,"1","4","0","0","0","0","0","0","39","0","0","0",0,"36",0,0.47
"DVEN","36",2020-08-31,"Contratistas",1037,"1","2","0","0","0","0","0","0","104","0","0","0",0,"36",0,0.19
"DVEN","36",2020-09-01,"Propios",851,"1","4","0","0","1","1","0","0","102","0","0","0",0,"36",0,0.47
"DVEN","36",2020-09-01,"Contratistas",1037,"2","2","0","1","0","0","0","0","68","0","0","0",1,"36",9.64,0.19
"DVEN","36",2020-09-02,"Propios",851,"1","4","0","0","0","0","0","0","41","0","0","0",0,"36",0,0.47
"DVEN","36",2020-09-02,"Contratistas",1037,"2","2","0","0","0","0","0","0","91","0","0","0",0,"36",0,0.19
"DVEN","36",2020-09-03,"Propios",851,"2","4","1","0","1","1","0","0","82","0","0","0",1,"36",11.75,0.47
"DVEN","36",2020-09-03,"Contratistas",1037,"2","2","0","0","1","0","0","0","122","0","0","0",0,"36",0,0.19
"DVEN","36",2020-09-04,"Propios",851,"2","4","0","0","0","0","0","0","69","0","0","0",0,"36",0,0.47
"DVEN","36",2020-09-04,"Contratistas",1037,"2","2","0","0","0","0","0","0","106","0","0","0",0,"36",0,0.19
"DVEN","36",2020-09-05,"Propios",851,"2","4","0","0","0","0","0","0","110","0","0","0",0,"36",0,0.47
"DVEN","36",2020-09-05,"Contratistas",1037,"2","2","0","0","0","0","0","0","43","0","0","0",0,"36",0,0.19
"DVEN","36",2020-09-06,"Propios",851,"1","4","0","0","0","0","0","0","4","0","0","0",0,"37",0,0.47
"DVEN","36",2020-09-06,"Contratistas",1037,"2","2","0","0","0","0","0","0","14","0","0","0",0,"37",0,0.19
"VP","36",2020-08-31,"Propios",22,"0","1","0","0","0","0","0","0","58","0","0","0",0,"36",0,4.55
"VP","36",2020-08-31,"Contratistas",405,"17","54","1","0","3","1","0","0","400","3","1","1",1,"36",24.69,13.33
"VP","36",2020-09-01,"Propios",22,"0","1","0","0","0","0","0","0","13","0","0","0",0,"36",0,4.55
"VP","36",2020-09-01,"Contratistas",431,"16","54","0","2","9","2","0","0","488","2","1","0",2,"36",46.4,12.53
"VP","36",2020-09-02,"Propios",16,"0","1","0","0","0","0","0","0","24","0","0","0",0,"36",0,6.25
"VP","36",2020-09-02,"Contratistas",509,"17","52","1","1","4","2","0","0","423","1","0","0",2,"36",39.29,10.22
"VP","36",2020-09-03,"Propios",16,"1","2","0","1","1","1","0","0","4","0",NA,"0",1,"36",625,12.5
"VP","36",2020-09-03,"Contratistas",571,"16","38","0","2","10","2","0","0","72","4","2","0",2,"36",35.03,6.65
"VP","36",2020-09-04,"Propios",15,"1","2","0","0","0","0","0","0","3","0","0","0",0,"36",0,13.33
"VP","36",2020-09-04,"Contratistas",492,"16","39","0","1","4","1","0","0","573","7","1","0",1,"36",20.33,7.93
"VP","36",2020-09-05,"Propios",11,"1","2","0","0","0","0","0","0","1","0",NA,"0",0,"36",0,18.18
"VP","36",2020-09-05,"Contratistas",441,"17","41","0","2","3","2","0","0","877","4","pdte","0",2,"36",45.35,9.3
"VP","36",2020-09-06,"Propios",11,"1","2","0","0","28",NA,"0","0","4","0","0","0",0,"37",0,18.18
"VP","36",2020-09-06,"Contratistas",461,"19","43","1","1","129","2","29","0","220","3","pdte","0",2,"37",43.38,9.33
"CM","37",2020-09-07,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-07,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-08,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-08,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-09,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-09,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-10,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-10,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-11,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-11,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-12,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"37",0,0
"CM","37",2020-09-12,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"37",0,0.52
"CM","37",2020-09-13,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"38",0,0
"CM","37",2020-09-13,"Contratistas",193,"1","1","0","0","0","0","0","0","0","0","0","0",0,"38",0,0.52
"DAND","37",2020-09-07,"Propios",1450,"2","4","1","0","8","1","0","0","243","0","0","0",1,"37",6.9,0.28
"DAND","37",2020-09-07,"Contratistas",4500,"4","4","1","0","0","0","25","0","750","1","0","0",1,"37",2.22,0.09
"DAND","37",2020-09-08,"Propios",1450,"2","4","0","0","0","0","0","0","20","0","0","0",0,"37",0,0.28
"DAND","37",2020-09-08,"Contratistas",4500,"4","4","0","0","0","0","50","0","566","0","0","0",0,"37",0,0.09
"DAND","37",2020-09-09,"Propios",1450,"5","3","1","0","0","0","0","0","208","0","0","0",1,"37",6.9,0.21
"DAND","37",2020-09-09,"Contratistas",4500,"3","3","0","0","1","0","86","0","388","0","0","0",0,"37",0,0.07
"DAND","37",2020-09-10,"Propios",1450,"5","3","0","0","1","0","0","0","11","0","0","0",0,"37",0,0.21
"DAND","37",2020-09-10,"Contratistas",4500,"4","4","1","0","0","0","6","0","256","0","0","0",1,"37",2.22,0.09
"DAND","37",2020-09-11,"Propios",1450,"5","3","0","0","0","0","1","0","205","0","0","0",0,"37",0,0.21
"DAND","37",2020-09-11,"Contratistas",4500,"4","4","0","0","5","0","1","0","198","0","0","0",0,"37",0,0.09
"DAND","37",2020-09-12,"Propios",1450,"5","3","0","0","0","0","0","0","13","0","0","0",0,"37",0,0.21
"DAND","37",2020-09-12,"Contratistas",4500,"4","4","0","0","2","0","2","0","87","0","0","0",0,"37",0,0.09
"DAND","37",2020-09-13,"Propios",1450,"5","3","0","0","0","0","2","0","297","0","0","0",0,"38",0,0.21
"DAND","37",2020-09-13,"Contratistas",4500,"4","4","0","0","1","0","65","0","280","0","0","0",0,"38",0,0.09
"DCH","37",2020-09-07,"Propios",1298,"17","31","0","2","255","2","0","0","92","0","0",NA,2,"37",15.41,2.39
"DCH","37",2020-09-07,"Contratistas",1764,"20","22","0","0","7","0","0","0","120","0","0",NA,0,"37",0,1.25
"DCH","37",2020-09-08,"Propios",1839,"18","32","2","0","254","2","0","0","120","0","0",NA,2,"37",10.88,1.74
"DCH","37",2020-09-08,"Contratistas",3708,"21","22","1","1","35","2","0","0","330","0","0",NA,2,"37",5.39,0.59
"DCH","37",2020-09-09,"Propios",1757,"17","32","0","0","74","0","0","0","129","1","0",NA,0,"37",0,1.82
"DCH","37",2020-09-09,"Contratistas",3699,"18","20","2","0","20","1","0","0","421","0","0",NA,2,"37",5.41,0.54
"DCH","37",2020-09-10,"Propios",1744,"18","32","0","1","64","1","0","0","20","0","1",NA,1,"37",5.73,1.83
"DCH","37",2020-09-10,"Contratistas",3608,"14","16","0","1","12","1","0","0","229","0","0",NA,1,"37",2.77,0.44
"DCH","37",2020-09-11,"Propios",1267,"18","29","0","0","118","0","0","0","3","0","0",NA,0,"37",0,2.29
"DCH","37",2020-09-11,"Contratistas",3026,"13","14","0","0","8","0","0","0","272","0","0",NA,0,"37",0,0.46
"DCH","37",2020-09-12,"Propios",1274,"16","28","0","0","128","0","0","0","104","0","0",NA,0,"37",0,2.2
"DCH","37",2020-09-12,"Contratistas",1933,"14","14","0","1","27","1","0","0","34","0","0",NA,1,"37",5.17,0.72
"DCH","37",2020-09-13,"Propios",1347,"15","27","0","0","215","0","0","0","123","0","0",NA,0,"38",0,2
"DCH","37",2020-09-13,"Contratistas",1937,"12","14","0","0","13","0","0","0","40","0","0",NA,0,"38",0,0.72
"DET","37",2020-09-07,"Propios",2228,"19","29","0","1","3","1","0","0","726","0","0",NA,1,"37",4.49,1.3
"DET","37",2020-09-07,"Contratistas",5217,"23","33","0","0","12","0","0","0","273","0","0",NA,0,"37",0,0.63
"DET","37",2020-09-08,"Propios",2053,"18","28","0","0","2","0","0","0","261","2","2",NA,0,"37",0,1.36
"DET","37",2020-09-08,"Contratistas",5380,"20","29","0","0","14","0","0","0","465","0","0",NA,0,"37",0,0.54
"DET","37",2020-09-09,"Propios",1945,"20","30","1","1","7","2","3","2","226","3","1",NA,2,"37",10.28,1.54
"DET","37",2020-09-09,"Contratistas",5400,"20","29","1","0","9","1","0","0","403","3","2",NA,1,"37",1.85,0.54
"DET","37",2020-09-10,"Propios",1989,"20","30","0","2","2","2","2","1","297","1","0",NA,2,"37",10.06,1.51
"DET","37",2020-09-10,"Contratistas",5422,"19","28","0","0","5","0","0","0","325","0","0",NA,0,"37",0,0.52
"DET","37",2020-09-11,"Propios",1911,"21","31","0","1","3","1","6","2","312","1","1",NA,1,"37",5.23,1.62
"DET","37",2020-09-11,"Contratistas",5271,"17","26","0","2","9","2","0","0","499","0","0",NA,2,"37",3.79,0.49
"DET","37",2020-09-12,"Propios",1188,"23","33","1","1","3","2","0","0","179","2","2",NA,2,"37",16.84,2.78
"DET","37",2020-09-12,"Contratistas",3083,"17","25","1","0","7","1","0","0","140","1","1",NA,1,"37",3.24,0.81
"DET","37",2020-09-13,"Propios",1200,"24","34","0","1","4","1","2","2","302","1","1",NA,1,"38",8.33,2.83
"DET","37",2020-09-13,"Contratistas",2588,"15","23","1","0","5","1","0","0","96","0","0",NA,1,"38",3.86,0.89
"DGM","37",2020-09-07,"Propios",152,"1","2","0","0","0","0","11","1","30","0","0","0",0,"37",0,1.32
"DGM","37",2020-09-07,"Contratistas",1135,"7","16","0","0","0","0","4","4","124","0","0","0",0,"37",0,1.41
"DGM","37",2020-09-08,"Propios",156,"1","2","0","0","0","0","28","1","41","0","0","0",0,"37",0,1.28
"DGM","37",2020-09-08,"Contratistas",1141,"7","12","0","0","2","0","19","4","118","0","0","0",0,"37",0,1.05
"DGM","37",2020-09-09,"Propios",147,"1","2","0","0","1","0","13","1","61","1","0","0",0,"37",0,1.36
"DGM","37",2020-09-09,"Contratistas",1149,"6","12","0","0","3","0","17","5","81","0","0","0",0,"37",0,1.04
"DGM","37",2020-09-10,"Propios",149,"1","2","0","0","0","0","1","1","25","0","0","0",0,"37",0,1.34
"DGM","37",2020-09-10,"Contratistas",1142,"4","11","0","0","0","0","33","22","180","0","0","0",0,"37",0,0.96
"DGM","37",2020-09-11,"Propios",131,"1","2","0","0","0","0","0","0","3","0","0","0",0,"37",0,1.53
"DGM","37",2020-09-11,"Contratistas",960,"2","11","0","0","2","0","3","2","110","0","0","0",0,"37",0,1.15
