"division","semana","fecha","tipo_personal","n_trabajador_promedio_faena","casos_vigentes_minsal_acumulados","casos_vigentes_codelco_acumulados","total_casos_nuevos_confirmados_sint","total_casos_nuevos_confirmados_asint","total_pcr_realizadas","total_pcr_positivas","total_anticuerpo_realizadas","total_anticuerpo_positivas","total_antigeno_realizadas","total_antigeno_positivas","total_antigeno_pcr_positivas","n_contagio_laboral","total_casos_nuevos","sem_epidem","casos_nuevos_division_x10000","porc_casos_acum_codelco_division"
"DMH","32",2020-08-03,"Propios",668,"1","8","1","0","1","1","25","10","84","0","0","0",1,"32",14.97,1.2
"DMH","32",2020-08-03,"Contratistas",2520,"8","63","1","0","3","1","8","5","151","2","2","0",1,"32",3.97,2.5
"DMH","32",2020-08-04,"Propios",668,"2","9","0","1","1","0","25","6","42","1","0","0",1,"32",14.97,1.35
"DMH","32",2020-08-04,"Contratistas",2520,"10","64","0","2","2","0","25","18","149","2","0","0",2,"32",7.94,2.54
"DMH","32",2020-08-05,"Propios",668,"2","9","0","0","0","0","27","3","32","0","0","0",0,"32",0,1.35
"DMH","32",2020-08-05,"Contratistas",2520,"11","64","1","0","0","0","18","13","189","0","0","0",1,"32",3.97,2.54
"DMH","32",2020-08-06,"Propios",668,"2","9","0","0","0","0","41","8","91","0","0","0",0,"32",0,1.35
"DMH","32",2020-08-06,"Contratistas",2520,"11","54","0","0","2","1","5","3","136","2","1","0",0,"32",0,2.14
"DMH","32",2020-08-07,"Propios",668,"3","9","0","0","0","0","47","2","43","0","0","0",0,"32",0,1.35
"DMH","32",2020-08-07,"Contratistas",2520,"11","54","1","0","0","0","4","3","53","0","0","0",1,"32",3.97,2.14
"DMH","32",2020-08-08,"Propios",668,"2","7","0","0","0","0","24","1","17","0","0","0",0,"32",0,1.05
"DMH","32",2020-08-08,"Contratistas",2520,"11","49","0","1","0","0","10","10","24","0","0","0",1,"32",3.97,1.94
"DMH","32",2020-08-09,"Propios",668,"2","7","0","0","0","0","33","9","55","0","0","0",0,"33",0,1.05
"DMH","32",2020-08-09,"Contratistas",2520,"10","49","0","0","0","0","7","4","33","0","0","0",0,"33",0,1.94
"DRT","32",2020-08-03,"Propios",1218,"4","20","0","0","3","1","9","0","36","0","0","0",0,"32",0,1.64
"DRT","32",2020-08-03,"Contratistas",4710,"8","25","2","0","3","1","0","0","0","0","0","0",2,"32",4.25,0.53
"DRT","32",2020-08-04,"Propios",1218,"2","17","0","0","0","9","12","2","51","0","0","0",0,"32",0,1.4
"DRT","32",2020-08-04,"Contratistas",4710,"6","24","2","0","8","6","0","0","5","0","0","0",2,"32",4.25,0.51
"DRT","32",2020-08-05,"Propios",1218,"2","15","0","0","0","0","2","0","18","0","0","0",0,"32",0,1.23
"DRT","32",2020-08-05,"Contratistas",4710,"4","22","0","0","1","1","0","0","0","0","0","0",0,"32",0,0.47
"DRT","32",2020-08-06,"Propios",1218,"2","15","0","0","1","1","6","0","37","0","0","0",0,"32",0,1.23
"DRT","32",2020-08-06,"Contratistas",4710,"5","22","1","1","2","2","10","0","6","0","0","0",2,"32",4.25,0.47
"DRT","32",2020-08-07,"Propios",1218,"2","14","0","0","0","0","8","8","27","0","0","0",0,"32",0,1.15
"DRT","32",2020-08-07,"Contratistas",4710,"8","25","2","2","9","2","6","0","19","0","0","0",4,"32",8.49,0.53
"DRT","32",2020-08-08,"Propios",1218,"2","14","0","0","0","0","1","0","52","0","0","0",0,"32",0,1.15
"DRT","32",2020-08-08,"Contratistas",4710,"9","24","1","0","3","2","0","0","0","0","0","0",1,"32",2.12,0.51
"DRT","32",2020-08-09,"Propios",1218,"2","14","0","0","0","0","2","0","43","0","0","0",0,"33",0,1.15
"DRT","32",2020-08-09,"Contratistas",4710,"10","25","1","0","4","3","1","0","0","0","0","0",1,"33",2.12,0.53
"DSAL","32",2020-08-03,"Propios",1409,"0","0","0","0","0","0","0","0","4","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-03,"Contratistas",2586,"0","1","0","0","0","0","565","0","37","0","0",NA,0,"32",0,0.04
"DSAL","32",2020-08-04,"Propios",1409,"0","0","0","0","0","0","0","0","7","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-04,"Contratistas",2586,"0","0","0","0","0","0","71","0","26","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-05,"Propios",1409,"0","0","0","0","0","0","0","0","2","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-05,"Contratistas",2586,"0","0","0","0","0","0","115","0","22","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-06,"Propios",1409,"0","0","0","0","0","0","0","0","0","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-06,"Contratistas",2586,"0","0","0","0","1","0","0","0","11","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-07,"Propios",1409,"0","0","0","0","0","0","0","0","60","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-07,"Contratistas",2586,"0","0","0","0","0","0","222","1","31","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-08,"Propios",1409,"0","0","0","0","0","0","122","0","111","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-08,"Contratistas",2586,"0","0","0","0","0","0","117","0","22","0","0",NA,0,"32",0,0
"DSAL","32",2020-08-09,"Propios",1409,"0","0","0","0","8","0","81","1","164","8","8",NA,0,"33",0,0
"DSAL","32",2020-08-09,"Contratistas",2586,"0","0","0","0","0","0","54","0","6","0","0",NA,0,"33",0,0
"DVEN","32",2020-08-03,"Propios",852,"5","13","0","0","0","0","0","0","30","0","0","0",0,"32",0,1.53
"DVEN","32",2020-08-03,"Contratistas",1085,"1","9","0","0","0","0","0","0","7","0","0","0",0,"32",0,0.83
"DVEN","32",2020-08-04,"Propios",852,"6","12","1","0","0","0","0","0","82","0","0","0",1,"32",11.74,1.41
"DVEN","32",2020-08-04,"Contratistas",1085,"1","9","0","0","0","0","0","0","21","0","0","0",0,"32",0,0.83
"DVEN","32",2020-08-05,"Propios",852,"6","12","0","0","0","0","0","0","29","0","0","0",0,"32",0,1.41
"DVEN","32",2020-08-05,"Contratistas",1085,"0","8","0","0","0","0","0","0","85","0","0","0",0,"32",0,0.74
"DVEN","32",2020-08-06,"Propios",852,"4","11","0","0","1","0","0","0","98","0","0","0",0,"32",0,1.29
"DVEN","32",2020-08-06,"Contratistas",1085,"0","7","0","0","0","0","0","0","38","0","0","0",0,"32",0,0.65
"DVEN","32",2020-08-07,"Propios",852,"4","10","0","0","0","0","0","0","50","0","0","0",0,"32",0,1.17
"DVEN","32",2020-08-07,"Contratistas",1085,"0","7","0","0","0","0","0","0","86","0","0","0",0,"32",0,0.65
"DVEN","32",2020-08-08,"Propios",852,"4","10","0","0","0","0","0","0","15","0","0","0",0,"32",0,1.17
"DVEN","32",2020-08-08,"Contratistas",1085,"0","7","0","0","0","0","0","0","62","0","0","0",0,"32",0,0.65
"DVEN","32",2020-08-09,"Propios",852,"4","10","0","0","0","0","0","0","0","0","0","0",0,"33",0,1.17
"DVEN","32",2020-08-09,"Contratistas",1085,"0","7","0","0","0","0","0","0","0","0","0","0",0,"33",0,0.65
"VP","32",2020-08-03,"Propios",14.75,"0","4","0","0","0","0","0","0","21","0","0","0",0,"32",0,27.12
"VP","32",2020-08-03,"Contratistas",429.5,"12","77","1","1","4","2","0","0","218","0","0","1",2,"32",46.57,17.93
"VP","32",2020-08-04,"Propios",15.75,"0","4","0","0","0","0","0","0","20","0",NA,"0",0,"32",0,25.4
"VP","32",2020-08-04,"Contratistas",441.5,"12","71","0","0","3","0","0","0","250","1","1","0",0,"32",0,16.08
"VP","32",2020-08-05,"Propios",15.25,"0","4","0","0","0","0","0","0","11","0",NA,"0",0,"32",0,26.23
"VP","32",2020-08-05,"Contratistas",437.5,"11","73","1","1","5","2","5","0","302","5","1","0",2,"32",45.71,16.69
"VP","32",2020-08-06,"Propios",15.25,"0","4","0","0","1","0","0","0","7","0","0","0",0,"32",0,26.23
"VP","32",2020-08-06,"Contratistas",464.75,"14","69","1","3","57","4","0","0","34","0","0","1",4,"32",86.07,14.85
"VP","32",2020-08-07,"Propios",14.25,"0","3","0","0","18","0","0","0","2","0","0","0",0,"32",0,21.05
"VP","32",2020-08-07,"Contratistas",346.8,"15","64","1","0","54","1","119","0","168","1","pendiente","0",1,"32",28.84,18.45
"VP","32",2020-08-08,"Propios",11.25,"0","3","0","0","0","0","0","0","0","0","0","0",0,"32",0,26.67
"VP","32",2020-08-08,"Contratistas",388.75,"16","65","1","2","10","3","0","0","188","0","0","1",3,"32",77.17,16.72
"VP","32",2020-08-09,"Propios",10.4,"0","3","0","0","0","0","0","0","21","0","0","0",0,"33",0,28.85
"VP","32",2020-08-09,"Contratistas",390.25,"17","67","1","1","2","2","0","0","431","0","0","1",2,"33",51.25,17.17
"CM","33",2020-08-10,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-10,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-11,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-11,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-12,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-12,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-13,"Propios",537,"0","0","0","0","0","0","0","0","1","0","0","0",0,"33",0,0
"CM","33",2020-08-13,"Contratistas",193,"0","0","0","0","0","0","0","0","5","0","0","0",0,"33",0,0
"CM","33",2020-08-14,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-14,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-15,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-15,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"33",0,0
"CM","33",2020-08-16,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","33",2020-08-16,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"DAND","33",2020-08-10,"Propios",1450,"3","7","0","0","0","0","0","0","137","0","0","0",0,"33",0,0.48
"DAND","33",2020-08-10,"Contratistas",4500,"5","12","1","0","6","0","0","0","451","0","0","0",1,"33",2.22,0.27
"DAND","33",2020-08-11,"Propios",1450,"3","7","0","0","0","0","0","0","27","0","0","0",0,"33",0,0.48
"DAND","33",2020-08-11,"Contratistas",4500,"5","12","0","0","2","0","4","0","511","0","0","0",0,"33",0,0.27
"DAND","33",2020-08-12,"Propios",1450,"3","6","0","0","2","0","0","0","202","0","0","0",0,"33",0,0.41
"DAND","33",2020-08-12,"Contratistas",4500,"5","12","0","0","2","0","0","0","385","0","0","0",0,"33",0,0.27
"DAND","33",2020-08-13,"Propios",1450,"1","6","0","0","0","0","0","0","7","1","0","0",0,"33",0,0.41
"DAND","33",2020-08-13,"Contratistas",4500,"4","8","0","0","1","0","0","0","262","0","0","0",0,"33",0,0.18
"DAND","33",2020-08-14,"Propios",1450,"1","6","0","0","1","0","1","0","171","0","0","0",0,"33",0,0.41
"DAND","33",2020-08-14,"Contratistas",4500,"4","7","0","0","2","0","0","0","144","1","0","0",0,"33",0,0.16
"DAND","33",2020-08-15,"Propios",1450,"1","6","0","0","1","0","0","0","9","0","0","0",0,"33",0,0.41
"DAND","33",2020-08-15,"Contratistas",4500,"4","7","0","0","0","0","0","0","151","0","0","0",0,"33",0,0.16
"DAND","33",2020-08-16,"Propios",1450,"1","6","0","0","0","0","1","0","250","0","0","0",0,"34",0,0.41
"DAND","33",2020-08-16,"Contratistas",4500,"4","7","0","0","0","0","0","0","446","0","0","0",0,"34",0,0.16
"DCH","33",2020-08-10,"Propios",1787,"31","45","1","4","85","5","0","0","194","0","0",NA,5,"33",27.98,2.52
"DCH","33",2020-08-10,"Contratistas",3221,"12","38","1","0","0","0","0","0","70","0","1",NA,1,"33",3.1,1.18
"DCH","33",2020-08-11,"Propios",1922,"29","41","0","1","12","1","0","0","75","0","0",NA,1,"33",5.2,2.13
"DCH","33",2020-08-11,"Contratistas",3318,"8","38","0","0","0","0","0","0","221","2","0",NA,0,"33",0,1.15
"DCH","33",2020-08-12,"Propios",1662,"31","45","0","5","102","5","0","0","63","2","0",NA,5,"33",30.08,2.71
"DCH","33",2020-08-12,"Contratistas",3255,"5","38","0","0","0","0","0","0","233","0","0",NA,0,"33",0,1.17
"DCH","33",2020-08-13,"Propios",1603,"31","43","0","0","117","0","0","0","10","2","3",NA,0,"33",0,2.68
"DCH","33",2020-08-13,"Contratistas",3167,"5","38","0","0","1","0","0","0","219","4","0",NA,0,"33",0,1.2
"DCH","33",2020-08-14,"Propios",1256,"43","55","2","14","96","16","0","0","105","0","0",NA,16,"33",127.39,4.38
"DCH","33",2020-08-14,"Contratistas",2669,"5","39","1","1","2","1","0","0","66","0","0",NA,2,"33",7.49,1.46
"DCH","33",2020-08-15,"Propios",1262,"43","55","1","1","13","2","0","0","140","2","0",NA,2,"33",15.85,4.36
"DCH","33",2020-08-15,"Contratistas",1577,"6","40","0","1","0","0","0","0","15","0","0",NA,1,"33",6.34,2.54
"DCH","33",2020-08-16,"Propios",1319,"40","54","0","0","2","0","0","0","166","15","0",NA,0,"34",0,4.09
"DCH","33",2020-08-16,"Contratistas",1633,"5","40","0","0","0","0","0","0","0","0","0",NA,0,"34",0,2.45
"DET","33",2020-08-10,"Propios",1980,"31","51","0","0","0","0","0","0","487","0","0","0",0,"33",0,2.58
"DET","33",2020-08-10,"Contratistas",4715,"42","53","0","0","4","0","11","1","141","0","0",NA,0,"33",0,1.12
"DET","33",2020-08-11,"Propios",1992,"30","48","0","0","2","0","0","0","320","0","0","0",0,"33",0,2.41
"DET","33",2020-08-11,"Contratistas",5122,"42","53","0","1","5","1","0","0","265","1","1",NA,1,"33",1.95,1.03
"DET","33",2020-08-12,"Propios",1918,"26","44","0","0","0","0","0","0","178","0","0","0",0,"33",0,2.29
"DET","33",2020-08-12,"Contratistas",5255,"39","50","0","0","4","0","6","0","320","0","0",NA,0,"33",0,0.95
"DET","33",2020-08-13,"Propios",1942,"24","42","0","0","1","0","0","0","241","0","0","0",0,"33",0,2.16
"DET","33",2020-08-13,"Contratistas",5248,"36","47","1","2","6","3","0","0","276","1","1",NA,3,"33",5.72,0.9
"DET","33",2020-08-14,"Propios",1849,"21","38","1","0","2","1","0","0","276","0","0","0",1,"33",5.41,2.06
"DET","33",2020-08-14,"Contratistas",5033,"32","43","0","0","5","0","0","0","247","1","1",NA,0,"33",0,0.85
"DET","33",2020-08-15,"Propios",1243,"21","37","0","0","1","0","0","0","160","1","0","0",0,"33",0,2.98
"DET","33",2020-08-15,"Contratistas",2953,"28","39","0","1","4","1","0","0","228","0","0",NA,1,"33",3.39,1.32
"DET","33",2020-08-16,"Propios",1256,"21","37","1","0","1","1","0","0","298","0","0","0",1,"34",7.96,2.95
"DET","33",2020-08-16,"Contratistas",2537,"26","37","0","1","5","1","0","0","104","0","0",NA,1,"34",3.94,1.46
"DGM","33",2020-08-10,"Propios",155,"1","2","0","0","1","0","10","0","29","0","0","0",0,"33",0,1.29
"DGM","33",2020-08-10,"Contratistas",1110,"7","33","0","1","6","1","0","0","101","1","1","0",1,"33",9.01,2.97
"DGM","33",2020-08-11,"Propios",120,"1","2","0","0","2","0","76","8","40","0","0","0",0,"33",0,1.67
"DGM","33",2020-08-11,"Contratistas",1136,"7","30","0","1","3","1","4","0","102","1","1","0",1,"33",8.8,2.64
"DGM","33",2020-08-12,"Propios",144,"1","2","0","0","1","0","16","3","60","0","0","0",0,"33",0,1.39
"DGM","33",2020-08-12,"Contratistas",1104,"10","30","1","2","2","2","0","0","94","1","1","0",3,"33",27.17,2.72
"DGM","33",2020-08-13,"Propios",161,"1","2","0","0","0","0","0","0","34","0","0","0",0,"33",0,1.24
"DGM","33",2020-08-13,"Contratistas",1109,"10","32","0","1","2","1","10","0","82","0","0","0",1,"33",9.02,2.89
"DGM","33",2020-08-14,"Propios",131,"1","2","0","0","0","0","0","0","2","0","0","0",0,"33",0,1.53
"DGM","33",2020-08-14,"Contratistas",923,"10","32","0","0","1","0","16","0","109","0","0","0",0,"33",0,3.47
"DGM","33",2020-08-15,"Propios",132,"0","2","0","0","1","0","0","0","15","0","0","0",0,"33",0,1.52
"DGM","33",2020-08-15,"Contratistas",954,"9","33","1","0","0","1","46","3","77","0","0","0",1,"33",10.48,3.46
"DGM","33",2020-08-16,"Propios",135,"0","2","0","0","0","0","2","0","1","0","0","0",0,"34",0,1.48
"DGM","33",2020-08-16,"Contratistas",955,"9","32","0","0","2","0","41","8","69","1","1","0",0,"34",0,3.35
"DMH","33",2020-08-10,"Propios",668,"2","7","0","0","0","0","47","6","71","0","0","0",0,"33",0,1.05
"DMH","33",2020-08-10,"Contratistas",2520,"9","50","1","0","2","1","12","9","135","2","1","0",1,"33",3.97,1.98
"DMH","33",2020-08-11,"Propios",668,"2","7","0","0","0","0","36","2","10","0","0","0",0,"33",0,1.05
"DMH","33",2020-08-11,"Contratistas",2520,"9","50","0","0","0","0","25","18","208","0","0","0",0,"33",0,1.98
"DMH","33",2020-08-12,"Propios",668,"2","7","0","0","0","0","40","7","79","0","0","0",0,"33",0,1.05
"DMH","33",2020-08-12,"Contratistas",2520,"9","50","2","0","5","4","32","20","207","5","4","0",2,"33",7.94,1.98
"DMH","33",2020-08-13,"Propios",668,"2","8","0","0","0","0","47","9","46","0","0","0",0,"33",0,1.2
"DMH","33",2020-08-13,"Contratistas",2520,"12","51","3","0","0","0","11","9","130","0","0","0",3,"33",11.9,2.02
"DMH","33",2020-08-14,"Propios",668,"2","8","0","0","0","0","39","5","7","0","0","0",0,"33",0,1.2
"DMH","33",2020-08-14,"Contratistas",2520,"15","47","4","0","0","0","6","3","65","0","0","0",4,"33",15.87,1.87
"DMH","33",2020-08-15,"Propios",668,"2","8","0","0","0","0","15","6","60","0","0","0",0,"33",0,1.2
"DMH","33",2020-08-15,"Contratistas",2520,"15","48","1","0","0","0","4","4","29","0","0","0",1,"33",3.97,1.9
"DMH","33",2020-08-16,"Propios",668,"2","8","0","0","0","0","41","8","45","1","0","0",0,"34",0,1.2
"DMH","33",2020-08-16,"Contratistas",2520,"17","50","2","0","0","0","6","4","73","1","0","0",2,"34",7.94,1.98
"DRT","33",2020-08-10,"Propios",1218,"3","14","0","0","0","0","2","2","35","0","0","0",0,"33",0,1.15
"DRT","33",2020-08-10,"Contratistas",4710,"8","24","0","0","0","0","0","0","1","0","0","0",0,"33",0,0.51
"DRT","33",2020-08-11,"Propios",1218,"2","13","0","0","1","0","0","0","48","0","0","0",0,"33",0,1.07
"DRT","33",2020-08-11,"Contratistas",4710,"8","22","0","0","4","0","0","0","10","0","0","0",0,"33",0,0.47
"DRT","33",2020-08-12,"Propios",1218,"2","13","0","0","0","0","0","0","10","0","0","0",0,"33",0,1.07
"DRT","33",2020-08-12,"Contratistas",4710,"8","22","0","0","0","0","0","0","2","0","0","0",0,"33",0,0.47
"DRT","33",2020-08-13,"Propios",1218,"2","11","0","0","0","0","1","1","57","0","0","0",0,"33",0,0.9
"DRT","33",2020-08-13,"Contratistas",4710,"10","20","2","0","3","2","7","1","5","0",NA,"0",2,"33",4.25,0.42
"DRT","33",2020-08-14,"Propios",1218,"3","13","2","0","2","2","5","1","36","0","0","0",2,"33",16.42,1.07
"DRT","33",2020-08-14,"Contratistas",4710,"10","12","2","0","5","2","6","1","8","0","0","0",2,"33",4.25,0.25
"DRT","33",2020-08-15,"Propios",1218,"3","13","0","0","2","0","6","3","26","0","0","0",0,"33",0,1.07
"DRT","33",2020-08-15,"Contratistas",4710,"10","18","1","0","2","1","5","2","10","0","0","0",1,"33",2.12,0.38
"DRT","33",2020-08-16,"Propios",1218,"3","12","0","0","0","0","26","1","20","1","0","0",0,"34",0,0.99
"DRT","33",2020-08-16,"Contratistas",4710,"7","18","0","0","0","0","20","0","24","0","0","0",0,"34",0,0.38
"DSAL","33",2020-08-10,"Propios",1409,"0","0","0","0","3","0","237","0","43","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-10,"Contratistas",2586,"0","0","0","0","1","0","665","6","0","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-11,"Propios",1409,"0","0","0","0","0","0","1","0","44","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-11,"Contratistas",2586,"0","0","0","0","0","0","84","0","78","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-12,"Propios",1409,"0","0","0","0","1","0","1","0","5","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-12,"Contratistas",2586,"0","0","0","0","1","0","146","0","59","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-13,"Propios",1409,"9","0","0","8","15","8","0","0","12","0","0",NA,8,"33",56.78,0
"DSAL","33",2020-08-13,"Contratistas",2586,"0","0","0","1","0","1","121","0","62","0","0",NA,1,"33",3.87,0
"DSAL","33",2020-08-14,"Propios",1409,"3","0","0","3","3","3","0","0","5","0","3",NA,3,"33",21.29,0
"DSAL","33",2020-08-14,"Contratistas",2586,"0","0","0","0","0","0","27","0","53","0","0",NA,0,"33",0,0
"DSAL","33",2020-08-15,"Propios",1409,"1","0","0","1","0","0","0","0","2","0","1",NA,1,"33",7.1,0
"DSAL","33",2020-08-15,"Contratistas",2586,"0","0","0","0","0","0","162","2","48","1","0",NA,0,"33",0,0
"DSAL","33",2020-08-16,"Propios",1409,"4","0","0","4","0","0","0","0","24","0","0",NA,4,"34",28.39,0
"DSAL","33",2020-08-16,"Contratistas",2586,"0","0","0","0","0","0","95","0","44","0","0",NA,0,"34",0,0
"DVEN","33",2020-08-10,"Propios",852,"2","7","0","0","0","0","0","0","102","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-10,"Contratistas",1085,"0","7","0","0","0","0","0","0","44","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-11,"Propios",852,"0","7","0","0","0","0","0","0","39","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-11,"Contratistas",1085,"0","7","0","0","0","0","0","0","127","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-12,"Propios",852,"0","7","0","0","0","0","0","0","74","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-12,"Contratistas",1085,"0","7","0","0","0","0","0","0","61","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-13,"Propios",852,"0","7","0","0","1","0","0","0","51","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-13,"Contratistas",1085,"0","7","0","0","0","0","0","0","83","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-14,"Propios",852,"0","7","0","0","0","0","0","0","77","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-14,"Contratistas",1085,"0","7","0","0","0","0","0","0","93","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-15,"Propios",852,"0","7","0","0","0","0","0","0","0","0","0","0",0,"33",0,0.82
"DVEN","33",2020-08-15,"Contratistas",1085,"0","7","0","0","0","0","0","0","0","0","0","0",0,"33",0,0.65
"DVEN","33",2020-08-16,"Propios",852,"0","7","0","0","0","0","0","0","98","0","0","0",0,"34",0,0.82
"DVEN","33",2020-08-16,"Contratistas",1085,"0","7","0","0","0","0","0","0","4","0","0","0",0,"34",0,0.65
"VP","33",2020-08-10,"Propios",19,"0","3","0","0","0","0","0","0","57","0","0","0",0,"33",0,15.79
"VP","33",2020-08-10,"Contratistas",416,"17","66","0","1","9","1","0","0","288","0","0","0",1,"33",24.04,15.87
"VP","33",2020-08-11,"Propios",16,"0","3","0","0","0","0","0","0","12","0","0","0",0,"33",0,18.75
"VP","33",2020-08-11,"Contratistas",560,"18","67","0","1","1","1","0","0","98","0","0","0",1,"33",17.86,11.96
"VP","33",2020-08-12,"Propios",19,"0","3","0","0","0","0","0","0","8","0","0","0",0,"33",0,15.79
"VP","33",2020-08-12,"Contratistas",559,"18","66","0","0","28","0","0","0","163","0","0","0",0,"33",0,11.81
"VP","33",2020-08-13,"Propios",19,"0","1","0","0","1","0","0","0","10","0","0","0",0,"33",0,5.26
"VP","33",2020-08-13,"Contratistas",580,"18","62","0","2","105","2","0","0","41","0","0","0",2,"33",34.48,10.69
"VP","33",2020-08-14,"Propios",13,"0","1","0","0","0","0","0","0","3","0","0","0",0,"33",0,7.69
"VP","33",2020-08-14,"Contratistas",470,"18","62","0","0","4","0","0","0","48","0","0","0",0,"33",0,13.19
"VP","33",2020-08-15,"Propios",11,"0","1","0","0","0","0","0","0","3","0","0","0",0,"33",0,9.09
"VP","33",2020-08-15,"Contratistas",451,"17","62","0","0","2","0","0","0","156","0","0","0",0,"33",0,13.75
"VP","33",2020-08-16,"Propios",11,"0","1","0","0","0","0","0","0","10","0","0","0",0,"34",0,9.09
"VP","33",2020-08-16,"Contratistas",415,"18","64","1","1","57","2","111","0","352","1","pendiente","0",2,"34",48.19,15.42
"CM","34",2020-08-17,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-17,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-18,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-18,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-19,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-19,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-20,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-20,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-21,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-21,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-22,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-22,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"34",0,0
"CM","34",2020-08-23,"Propios",537,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"CM","34",2020-08-23,"Contratistas",193,"0","0","0","0","0","0","0","0","0","0","0","0",0,"35",0,0
"DAND","34",2020-08-17,"Propios",1450,"1","6","1","0","2","1","0","0","71","0","0","0",1,"34",6.9,0.41
"DAND","34",2020-08-17,"Contratistas",4500,"5","7","1","0","1","1","12","0","483","1","1","0",1,"34",2.22,0.16
"DAND","34",2020-08-18,"Propios",1450,"1","3","0","0","0","0","2","0","208","0","0","0",0,"34",0,0.21
"DAND","34",2020-08-18,"Contratistas",4500,"3","6","0","0","1","0","47","0","518","0","0","0",0,"34",0,0.13
"DAND","34",2020-08-19,"Propios",1450,"1","3","0","0","1","0","0","0","14","0","0","0",0,"34",0,0.21
"DAND","34",2020-08-19,"Contratistas",4500,"4","5","1","0","1","0","14","0","390","0","0","0",1,"34",2.22,0.11
"DAND","34",2020-08-20,"Propios",1450,"2","4","0","0","0","0","0","0","196","0","0","0",0,"34",0,0.28
"DAND","34",2020-08-20,"Contratistas",4500,"4","3","0","0","2","1","7","0","291","1","1","0",0,"34",0,0.07
"DAND","34",2020-08-21,"Propios",1450,"2","4","0","0","2","0","0","0","24","0","0","0",0,"34",0,0.28
